id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_7d_in_currency
blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,https://coin-images.coingecko.com/coins/images/36291/large/blackrock.png?1711013223,1.0,2029279036,58,2029279036,0.0,1.0,1.0,0.0,0.0,721174.0,0.03555,2029279036.130449,2029279036.130449,,1.0,0.0,2025-02-12T05:00:10.912Z,1.0,0.0,2025-02-12T05:45:10.196Z,,2025-12-09T13:55:02.362Z,0.0,0.0,0.0
aster-2,aster,Aster,https://coin-images.coingecko.com/coins/images/69040/large/_ASTER.png?1757326782,0.935024,1960115494,59,7406283779,209287316.0,0.962935,0.927203,-0.02791069508264088,-2.8985,-58343204.57721543,-2.89048,2096639672.0,7922139508.973094,8000000000.0,2.41,-61.18658,2025-09-24T11:18:14.634Z,0.099713,837.59924,2025-09-17T12:05:36.771Z,,2025-12-09T13:59:00.912Z,-0.9203471276962645,-2.898502307551263,-4.474389195652693
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,4.64e-06,1948827466,60,1948827466,460642332.0,5e-06,4.57e-06,-1.58139551204e-07,-3.2992,-65973718.171471834,-3.27445,420690000000000.0,420690000000000.0,420690000000000.0,2.803e-05,-83.4527,2024-12-09T16:30:35.828Z,5.5142e-08,8310.78544,2023-04-18T02:14:41.591Z,,2025-12-09T13:59:06.839Z,-0.674967914778993,-3.2991969667026835,14.403921219980061
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,3111.13,1882190732,61,1882190732,64247458.0,3165.39,3088.34,-32.515946259712564,-1.03434,-20295641.429896116,-1.0668,604999.9999588211,604999.9999588211,,4955.78,-37.21776,2025-08-24T19:14:00.505Z,1394.32,123.14487,2025-04-09T01:32:41.942Z,,2025-12-09T13:59:01.480Z,-0.8634762658293873,-1.0343389678615527,10.125206141323396
jito-staked-sol,jitosol,Jito Staked SOL,https://coin-images.coingecko.com/coins/images/28046/large/JitoSOL-200.png?1696527060,165.03,1862299886,62,1862299886,27919450.0,172.91,164.74,-7.417206805530753,-4.30125,-96881398.94870591,-4.94499,11282282.67651785,11282282.67651785,,339.52,-51.28967,2025-01-19T11:21:54.080Z,0.57898,28464.3025,2023-09-12T10:21:17.665Z,,2025-12-09T13:59:04.570Z,-0.6357212436100345,-4.30125240851704,3.14157353938198
internet-computer,icp,Internet Computer,https://coin-images.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,3.42,1852073744,63,1852073744,69234956.0,3.49,3.32,-0.06596116514212946,-1.89377,-34284780.17361474,-1.81751,541668124.2521365,541668124.2521365,,700.65,-99.5116,2021-05-10T16:05:53.653Z,2.23,53.34271,2025-10-10T21:26:36.019Z,,2025-12-09T13:59:04.690Z,-0.23565789380229604,-1.8937688422408776,-6.203899985709195
pi-network,pi,Pi Network,https://coin-images.coingecko.com/coins/images/54342/large/pi_network.jpg?1739347576,0.216316,1805084395,64,2777052916,14844374.0,0.221569,0.214332,-0.001716959936894108,-0.78748,-15365841.673413992,-0.84407,8346154501.006946,12840237693.85683,100000000000.0,2.99,-92.77112,2025-02-26T16:41:03.732Z,0.172081,25.50536,2025-10-10T21:25:41.582Z,,2025-12-09T13:59:06.664Z,0.47670381140116597,-0.7874783958777948,-6.270812632724526
rain,rain,Rain,https://coin-images.coingecko.com/coins/images/69134/large/Rain_logo_1_.png?1762952191,0.00755656,1795414660,65,8686145240,24966035.0,0.00776753,0.00752143,-0.000182584241861963,-2.35923,-44540782.01486373,-2.42075,237694596391.15857,1149957073107.814,1150000000000.0,0.00823862,-8.14313,2025-11-24T18:21:22.424Z,0.00222126,240.69587,2025-09-14T08:56:57.416Z,,2025-12-09T13:58:56.884Z,-1.0784516104107325,-2.359231456230445,-4.520277510139709
pump-fun,pump,Pump.fun,https://coin-images.coingecko.com/coins/images/67164/large/pump.jpg?1751949376,0.00296436,1747611128,66,2962021079,108100279.0,0.00310474,0.00294044,-0.000133543336560429,-4.31077,-79666314.55388927,-4.35984,590000000000.0,999989304236.216,1000000000000.0,0.00881908,-66.43159,2025-09-14T16:42:40.248Z,0.00228323,29.65982,2025-07-29T11:15:43.983Z,,2025-12-09T13:58:56.970Z,-1.4246833122422318,-4.310768889085302,2.5538606383941755
jupiter-perpetuals-liquidity-provider-token,jlp,Jupiter Perpetuals Liquidity Provider Token,https://coin-images.coingecko.com/coins/images/33094/large/jlp.png?1700631386,4.65,1669920356,67,1669920356,33825975.0,4.75,4.65,-0.09926790844727229,-2.08969,-41396298.59536052,-2.41897,359023961.913444,359023961.913444,,5.99,-22.235,2025-10-06T17:35:59.480Z,0.146839,3070.9667,2023-11-24T05:55:06.706Z,,2025-12-09T13:59:04.627Z,-0.35337197728565495,-2.0896850891457532,2.6301969770039237
wrapped-solana,sol,Wrapped SOL,https://coin-images.coingecko.com/coins/images/21629/large/solana.jpg?1696520989,132.31,1668264438,68,1668264438,618256091.0,138.69,132.16,-6.010553625183945,-4.34524,-98484441.05089426,-5.57433,12608110.39470092,12608110.39470092,,290.3,-54.30182,2025-01-19T11:20:39.814Z,8.11,1535.67331,2022-12-29T20:45:41.226Z,,2025-12-09T13:59:00.353Z,-0.5032533484856159,-4.345236903191074,3.1146976199523526
hash-2,hash,Provenance Blockchain,https://coin-images.coingecko.com/coins/images/66154/large/Hastra_Icon.png?1748497203,0.02932086,1526865313,69,2932086494,93450.0,0.03335006,0.0243742,0.00157124,5.6622,82873241.0,5.73918,52074361259.0,100000000000.0,100000000000.0,0.060147,-51.25128,2025-09-14T16:52:41.627Z,0.00976953,200.12577,2025-12-04T22:25:33.898Z,,2025-12-09T13:59:03.855Z,-0.9481566063790954,5.66220181494118,28.557913905042113
ondo-finance,ondo,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,0.481566,1521024121,70,4814727282,102014444.0,0.487158,0.471605,-0.00144296064017152,-0.29874,-4788006.933098316,-0.3138,3159107529.0,10000000000.0,10000000000.0,2.14,-77.47281,2024-12-16T00:36:00.777Z,0.082171,486.72425,2024-01-18T12:14:30.524Z,,2025-12-09T13:59:06.305Z,-0.25287375182740446,-0.29874413096536,3.4095124804195174
htx-dao,htx,HTX DAO,https://coin-images.coingecko.com/coins/images/35491/large/Frame_1321318576.png?1708908626,1.63e-06,1517525339,71,1517525339,15619808.0,1.63e-06,1.59e-06,9.328e-09,0.5748,6724756.0,0.44511,930149437822426.1,930149437822426.1,999990000000000.0,3.75e-06,-56.51266,2024-12-04T00:16:20.770Z,8.00816e-07,103.72046,2024-08-05T13:31:33.427Z,,2025-12-09T13:59:04.126Z,0.24313897405561194,0.5747966165761341,-4.029563213816827
syrupusdc,syrupusdc,syrupUSDC,https://coin-images.coingecko.com/coins/images/54658/large/syrupUSDC.png?1761824955,1.14,1516977133,72,1516873336,30031004.0,1.14,1.14,0.00044052,0.03863,32289072.0,2.17481,1329881096.896649,1329790101.540419,,1.14,-0.34918,2025-11-24T04:11:48.401Z,1.055,8.16568,2025-08-01T06:27:19.933Z,,2025-12-09T13:58:58.313Z,-0.00797826878283074,0.03863338152689716,0.11427403432872692
worldcoin-wld,wld,Worldcoin,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,0.607235,1448729938,73,6066617525,132671210.0,0.617581,0.584825,0.01463596,2.46979,33222453.0,2.34703,2388035725.014134,10000000000.0,10000000000.0,11.74,-94.83872,2024-03-10T00:10:42.330Z,0.557914,8.61282,2025-12-01T19:35:12.590Z,,2025-12-09T13:58:59.663Z,-0.023385107290490318,2.4697920428831996,4.907663791254307
pax-gold,paxg,PAX Gold,https://coin-images.coingecko.com/coins/images/9519/large/paxgold.png?1696509604,4208.14,1431285170,74,1431285170,88347986.0,4219.48,4185.69,-5.17679219704587,-0.12287,-27634.82416534424,-0.00193,340140.854,340140.854,,4448.72,-5.47035,2025-10-16T23:50:09.513Z,1399.64,200.45972,2019-11-18T03:09:35.959Z,,2025-12-09T13:58:56.360Z,-0.05504465611969727,-0.12286751606328405,-0.08535904283048304
global-dollar,usdg,Global Dollar,https://coin-images.coingecko.com/coins/images/51281/large/GDN_USDG_Token_200x200.png?1730484111,0.999768,1395513461,75,1395513461,29479197.0,0.999927,0.999603,-0.000111426236095724,-0.01114,27336317.0,1.99801,1395840311.488746,1395840311.488746,,1.65,-39.57873,2025-01-30T00:11:05.728Z,0.907561,10.15009,2024-11-11T23:55:50.604Z,,2025-12-09T13:59:03.663Z,0.003431020368604618,-0.011143970965669424,-0.00907322381436784
syrupusdt,syrupusdt,syrupUSDT,https://coin-images.coingecko.com/coins/images/69514/large/syrupUSDT.png?1761824990,1.11,1363673688,76,1363530549,417859.0,1.11,1.11,0.00118545,0.10723,60605351.0,4.65097,1232236916.231732,1232107573.962949,,1.11,-0.1348,2025-12-02T22:23:24.111Z,1.093,1.21457,2025-09-30T09:40:48.362Z,,2025-12-09T13:58:58.308Z,0.002804651381522602,0.10723431419383044,0.06791082739164778
kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.04989089,1335991865,77,1347076843,22246293.0,0.053697,0.04984436,-0.003631953837957988,-6.7858,-99320467.0452404,-6.91978,26777148610.50726,26999323695.01252,28704026601.0,0.207411,-75.93686,2024-08-01T00:40:47.164Z,0.00017105,29078.44027,2022-05-26T14:42:59.316Z,,2025-12-09T13:59:04.747Z,-0.0489476026087293,-6.785801055532145,-6.537116335518063
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,10.27,1332791392,78,1461265336,4282303.0,10.3,10.11,0.055456,0.54286,7063511.0,0.5328,129675261.7355671,142175261.7355671,,28.83,-64.30917,2021-12-01T15:09:35.541Z,0.342863,2901.08935,2019-02-07T00:00:00.000Z,,2025-12-09T13:59:04.778Z,-0.042031773879643956,0.542862628574807,5.308377106051272
bfusd,bfusd,BFUSD,https://coin-images.coingecko.com/coins/images/68227/large/bfusd.png?1755132827,0.999002,1318803089,79,1318803089,21175614.0,0.999357,0.998935,-5.5124597632905e-05,-0.00552,118316.0,0.00897,1320000000.0,1320000000.0,,1.007,-0.77809,2025-10-10T21:40:40.468Z,0.99712,0.19753,2025-11-07T12:33:03.134Z,,2025-12-09T13:59:01.252Z,-0.006278199042246943,-0.005517660255785436,-0.02579344009664133
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,3580.63,1307487278,80,1307479708,10749230.0,3636.24,3548.58,-33.163612672557974,-0.91769,-16126446.481681347,-1.21837,365234.8342822451,365232.7197273361,,5618.08,-36.18883,2025-08-24T19:25:20.811Z,887.26,304.04729,2022-06-18T20:55:45.957Z,,2025-12-09T13:58:57.284Z,-0.8888235551618476,-0.9176944641142042,10.324918323373037
hashnote-usyc,usyc,Circle USYC,https://coin-images.coingecko.com/coins/images/51054/large/Hashnote_SDYC_200x200.png?1730370965,1.11,1303484327,81,1303484327,2664153.0,1.11,1.11,-5.196418460196e-06,-0.00047,2356021.0,0.18108,1174220742.431294,1174220742.431294,,1.12,-0.60319,2025-03-04T19:26:50.778Z,1.026,8.18454,2024-12-05T22:31:20.475Z,,2025-12-09T03:23:35.529Z,,-0.0004681079514789211,0.1990242194427309
polygon-ecosystem-token,pol,POL (ex-MATIC),https://coin-images.coingecko.com/coins/images/32440/large/pol.png?1759114181,0.123338,1301359359,82,1301359359,58252758.0,0.12507,0.121626,-0.000893787768788359,-0.71945,-9885236.696906328,-0.75388,10553294505.00246,10553294505.00246,,1.29,-90.40881,2024-03-13T18:55:06.692Z,0.117067,5.48908,2025-12-02T03:35:58.502Z,,2025-12-09T13:59:07.077Z,-0.38694954556686995,-0.7194534308868756,1.5835573741206879
aptos,apt,Aptos,https://coin-images.coingecko.com/coins/images/26455/large/Aptos-Network-Symbol-Black-RGB-1x.png?1761789140,1.77,1299462171,83,2096403390,229299161.0,1.81,1.73,-0.006380186291983891,-0.35998,-4300599.867149353,-0.32986,736279385.5890781,1187828806.519315,,19.92,-91.15971,2023-01-26T14:25:17.390Z,1.68,5.12837,2025-12-07T15:05:38.366Z,,2025-12-09T13:59:00.945Z,-0.10453326486436056,-0.3599810245998025,-6.532246866798825
ripple-usd,rlusd,Ripple USD,https://coin-images.coingecko.com/coins/images/39651/large/RLUSD_200x200_%281%29.png?1727376633,1.0,1293530698,84,1293530698,42020766.0,1.0,0.999014,0.00095497,0.09556,1252495.0,0.09692,1293131647.651246,1293131647.651246,,1.073,-6.81072,2024-12-26T10:45:52.337Z,0.962292,3.89274,2024-12-18T04:40:40.880Z,,2025-12-09T13:58:57.157Z,0.04455085010281818,0.09555916357562431,0.06509569322233083
binance-bridged-usdc-bnb-smart-chain,usdc,Binance Bridged USDC (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35220/large/USDC.jpg?1707919050,0.999771,1288991955,85,1288991955,171497291.0,1.0,0.99936,-4.2882540494893e-05,-0.00429,84063.0,0.00652,1288999879.839804,1288999879.839804,,1.031,-3.05433,2024-03-05T20:15:29.285Z,0.942892,6.01093,2024-12-05T22:30:25.440Z,,2025-12-09T13:59:01.596Z,-0.012451743410925392,-0.0042890503490075615,0.000643196649710052
quant-network,qnt,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,86.84,1262532644,86,1268463006,14886279.0,89.43,85.93,-1.9591034084893835,-2.20612,-31027042.909698486,-2.39858,14544176.164081175,14612493.0,14612493.0,427.42,-79.62039,2021-09-11T09:15:00.668Z,0.215773,40269.69053,2018-08-23T00:00:00.000Z,"{'times': 10.98885439723806, 'currency': 'eth', 'percentage': 1098.885439723806}",2025-12-09T13:58:56.919Z,-0.5945779477452754,-2.2061235561502865,-12.542837052609993
sky,sky,Sky,https://coin-images.coingecko.com/coins/images/39925/large/sky.jpg?1724827980,0.054575,1250967638,87,1280017331,10398049.0,0.055167,0.052765,0.00107912,2.01718,25525731.0,2.08298,22930185457.860844,23462665147.36596,23462665147.3,0.100535,-45.71171,2024-12-04T10:13:57.264Z,0.03582727,52.33887,2025-02-03T05:01:48.626Z,,2025-12-09T13:58:57.590Z,-0.0791061271940808,2.0171817539617,1.067364200841429
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.214436,1203877429,88,2142836483,125830259.0,0.216111,0.20962,0.00191309,0.90018,7995018.0,0.66855,5618148833.0,10000000000.0,10000000000.0,2.39,-90.99828,2024-01-12T12:29:59.231Z,0.186907,15.11943,2025-12-01T17:41:29.848Z,,2025-12-09T13:59:00.822Z,-0.602706696866964,0.9001808000493093,10.232714398106264
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/200X200.png?1735246724,10.26,1203517586,89,3076883511,1646185.0,10.51,10.26,-0.16187403006902912,-1.5539,-18608870.96976328,-1.52266,117344473.53114802,300000000.0,,25.94,-60.38941,2025-01-25T03:07:37.823Z,0.25754,3889.57438,2020-03-13T02:18:02.481Z,,2025-12-09T13:59:03.679Z,-0.2753754818504993,-1.553903605326407,4.205067088728394
wbnb,wbnb,Wrapped BNB,https://coin-images.coingecko.com/coins/images/12591/large/binance-coin-logo.png?1696512401,883.57,1195666894,90,1195571496,116897077.0,911.49,882.05,-26.730093798252824,-2.9364,-36651830.683419466,-2.97422,1354528.052152261,1354419.978750862,,1372.03,-35.46844,2025-10-13T08:47:24.374Z,23.6,3651.17772,2020-09-24T13:48:40.532Z,,2025-12-09T13:59:00.125Z,-0.5675719692126516,-2.9363993158958164,5.0045751462978085
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.133169,1175143073,91,1175148903,29408279.0,0.135815,0.132041,-0.002068194375303034,-1.52931,-16405877.104009628,-1.37685,8824344611.91404,8824388393.277937,10000000000.0,3.56,-96.25124,2019-06-20T14:51:19.480Z,0.087513,52.54679,2023-09-11T19:42:08.247Z,"{'times': -0.9445127864054718, 'currency': 'usd', 'percentage': -94.45127864054717}",2025-12-09T13:59:00.697Z,-0.27175421868441857,-1.5293053097095566,1.0436601915840944
binance-staked-sol,bnsol,Binance Staked SOL,https://coin-images.coingecko.com/coins/images/40132/large/bnsol.png?1725968367,143.8,1146152978,92,1146152986,1763672.0,150.74,143.69,-6.21665635644996,-4.144,-40351567.449894905,-3.40088,7970505.851279146,7970505.907314511,,297.96,-51.73997,2025-01-19T11:30:53.744Z,100.21,43.49161,2025-04-07T06:56:20.488Z,,2025-12-09T13:59:01.217Z,-0.5369074911002204,-4.143997389790983,2.7615511320076207
official-trump,trump,Official Trump,https://coin-images.coingecko.com/coins/images/53746/large/trump.png?1737171561,5.74,1144240331,93,5721202424,187853118.0,5.75,5.64,0.01234088,0.21552,-930586.1895592213,-0.08126,199999973.087224,1000000000.0,1000000000.0,73.43,-92.22472,2025-01-19T11:50:34.806Z,4.29,33.06624,2025-01-18T03:40:29.231Z,,2025-12-09T13:59:06.298Z,0.6067831389006532,0.2155211312390864,-0.20716761319187382
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,https://coin-images.coingecko.com/coins/images/33800/large/Icon___Dark.png?1702991855,3298.73,1136467958,94,1136467958,115620.0,3353.23,3267.08,-34.82931622940396,-1.04481,3784114.0,0.33408,344517.0722312482,344517.0722312482,,5190.42,-36.47266,2025-08-24T19:13:49.359Z,1029.61,220.25158,2025-09-02T07:53:14.684Z,,2025-12-09T13:59:04.681Z,-0.6980719639008266,-1.0448094221287787,10.262578933298988
cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,2.25,1082111283,95,1082111283,35962287.0,2.27,2.2,0.00688971,0.30783,1938036.0,0.17942,482077379.85611,482077379.85611,,44.45,-94.92836,2022-01-17T00:34:41.497Z,1.16,94.32138,2020-03-13T02:27:44.591Z,"{'times': 21.45042392115838, 'currency': 'usd', 'percentage': 2145.042392115838}",2025-12-09T13:59:02.449Z,-0.2490360238251318,0.30783029462858796,-1.263771096295218
vechain,vet,VeChain,https://coin-images.coingecko.com/coins/images/1167/large/VET.png?1742383283,0.01252146,1076644464,96,1076644464,21657644.0,0.01271005,0.0123826,-0.000136532001132741,-1.07862,-12889572.004570723,-1.18304,85985041177.0,85985041177.0,86712634466.0,0.280991,-95.52611,2021-04-19T01:08:21.675Z,0.00191713,555.73051,2020-03-13T02:29:59.652Z,"{'times': 0.40699647791872223, 'currency': 'eth', 'percentage': 40.69964779187222}",2025-12-09T13:58:59.231Z,-0.6268060766634147,-1.078623016295115,-0.5009663123267618
filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,1.48,1070096412,97,2891750798,101741672.0,1.52,1.47,-0.02804907847513327,-1.86291,-20797698.802600503,-1.90648,724822500.0,1958707381.0,,236.84,-99.3752,2021-04-01T13:29:41.564Z,0.848008,74.497,2025-10-10T21:26:46.200Z,,2025-12-09T13:59:03.331Z,-0.3915933921881609,-1.8629143362331075,-0.34034297525869084
ignition-fbtc,fbtc,Function FBTC,https://coin-images.coingecko.com/coins/images/39182/large/Function_Token_%282%29.png?1760254065,90617.0,1059699216,98,1059699216,32892.0,92895.0,87930.0,-1489.6972333027807,-1.61736,-17678889.96913159,-1.64092,11702.4643183,11702.4643183,,127954.0,-29.28086,2025-10-06T12:50:40.428Z,11469.83,688.92244,2024-09-10T18:18:02.102Z,,2025-12-09T13:59:05.310Z,-0.1747616658248193,-1.6173586502841744,6.293414059986048
usdtb,usdtb,USDtb,https://coin-images.coingecko.com/coins/images/52804/large/76357aa8-4ef7-446c-bad3-a3f944eeec7a.jpeg?1758277468,1.001,1050131645,99,1050131645,355824.0,1.003,0.997175,0.0008138,0.08139,1140133.0,0.10869,1049530737.146182,1049530737.146182,,1.057,-5.4405,2025-09-20T13:20:33.315Z,0.900502,10.99465,2025-07-17T08:05:52.672Z,,2025-12-09T13:58:59.000Z,0.05014223203916039,0.08139380252975045,0.03226782956804461
liquid-staked-ethereum,lseth,Liquid Staked ETH,https://coin-images.coingecko.com/coins/images/28848/large/LsETH-receipt-token-circle.png?1696527824,3350.54,1040156642,101,1040156642,69954.0,3374.92,3318.25,-8.90046102944325,-0.26494,-2855831.8964856863,-0.27381,310444.1123872404,310444.1123872404,,5334.09,-37.27614,2025-08-24T19:17:38.271Z,1384.61,141.63879,2023-03-10T11:26:12.210Z,,2025-12-09T13:59:04.916Z,-0.05993447743752951,-0.264938507846853,10.914887247788583
